"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+1.77507781250E+009, -9.32080506641E+000, +0.00000000000E+000
+1.78007775000E+009, -1.05000542753E+001, +0.00000000000E+000
+1.78507768750E+009, -1.15435310631E+001, +0.00000000000E+000
+1.79007762500E+009, -1.08237133461E+001, +0.00000000000E+000
+1.79507756250E+009, -9.34446465785E+000, +0.00000000000E+000
+1.80007750000E+009, -9.03610688332E+000, +0.00000000000E+000
+1.80507743750E+009, -1.01079416411E+001, +0.00000000000E+000
+1.81007737500E+009, -1.14540680654E+001, +0.00000000000E+000
+1.81507731250E+009, -1.13177510698E+001, +0.00000000000E+000
+1.82007725000E+009, -9.76170056022E+000, +0.00000000000E+000
+1.82507718750E+009, -8.95214474229E+000, +0.00000000000E+000
+1.83007712500E+009, -9.63291542073E+000, +0.00000000000E+000
+1.83507706250E+009, -1.15961951985E+001, +0.00000000000E+000
+1.84007700000E+009, -1.18186552442E+001, +0.00000000000E+000
+1.84507693750E+009, -1.01825621139E+001, +0.00000000000E+000
+1.85007687500E+009, -9.29665526379E+000, +0.00000000000E+000
+1.85507681250E+009, -9.51479691515E+000, +0.00000000000E+000
+1.86007675000E+009, -1.07616484812E+001, +0.00000000000E+000
+1.86507668750E+009, -1.16499679281E+001, +0.00000000000E+000
+1.87007662500E+009, -1.11733995326E+001, +0.00000000000E+000
+1.87507656250E+009, -9.33835968617E+000, +0.00000000000E+000
+1.88007650000E+009, -9.21332629853E+000, +0.00000000000E+000
+1.88507643750E+009, -1.05137030281E+001, +0.00000000000E+000
+1.89007637500E+009, -1.21189414833E+001, +0.00000000000E+000
+1.89507631250E+009, -1.15148559436E+001, +0.00000000000E+000
+1.90007625000E+009, -1.00991963618E+001, +0.00000000000E+000
+1.90507618750E+009, -9.21060109903E+000, +0.00000000000E+000
+1.91007612500E+009, -9.66568333398E+000, +0.00000000000E+000
+1.91507606250E+009, -1.13735840244E+001, +0.00000000000E+000
+1.92007600000E+009, -1.29220270097E+001, +0.00000000000E+000
+1.92507593750E+009, -1.01289153767E+001, +0.00000000000E+000
+1.93007587500E+009, -8.97752090769E+000, +0.00000000000E+000
+1.93507581250E+009, -9.57481670791E+000, +0.00000000000E+000
+1.94007575000E+009, -1.18473749292E+001, +0.00000000000E+000
+1.94507568750E+009, -1.24725882302E+001, +0.00000000000E+000
+1.95007562500E+009, -1.10500247953E+001, +0.00000000000E+000
+1.95507556250E+009, -9.47180299234E+000, +0.00000000000E+000
+1.96007550000E+009, -9.34389912946E+000, +0.00000000000E+000
+1.96507543750E+009, -1.06235345567E+001, +0.00000000000E+000
+1.97007537500E+009, -1.26145570210E+001, +0.00000000000E+000
+1.97507531250E+009, -1.16596177866E+001, +0.00000000000E+000
+1.98007525000E+009, -9.71945739564E+000, +0.00000000000E+000
+1.98507518750E+009, -9.34760325346E+000, +0.00000000000E+000
+1.99007512500E+009, -9.94062084230E+000, +0.00000000000E+000
+1.99507506250E+009, -1.16628286402E+001, +0.00000000000E+000
+2.00007500000E+009, -1.32632558414E+001, +0.00000000000E+000
+2.00507493750E+009, -1.09159170306E+001, +0.00000000000E+000
+2.01007487500E+009, -8.96453700291E+000, +0.00000000000E+000
+2.01507481250E+009, -9.23078720904E+000, +0.00000000000E+000
+2.02007475000E+009, -1.17822636231E+001, +0.00000000000E+000
+2.02507468750E+009, -1.34532409532E+001, +0.00000000000E+000
+2.03007462500E+009, -1.10118076895E+001, +0.00000000000E+000
+2.03507456250E+009, -9.77859641909E+000, +0.00000000000E+000
+2.04007450000E+009, -9.66707464386E+000, +0.00000000000E+000
+2.04507443750E+009, -1.05067997649E+001, +0.00000000000E+000
+2.05007437500E+009, -1.31535456030E+001, +0.00000000000E+000
+2.05507431250E+009, -1.24386514703E+001, +0.00000000000E+000
+2.06007425000E+009, -9.75861829007E+000, +0.00000000000E+000
+2.06507418750E+009, -9.25794016766E+000, +0.00000000000E+000
+2.07007412500E+009, -1.07883662300E+001, +0.00000000000E+000
+2.07507406250E+009, -1.31463579885E+001, +0.00000000000E+000
+2.08007400000E+009, -1.23897257029E+001, +0.00000000000E+000
